City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,plettenberg bay,-34.0527,23.3716,292.63,69,98,1.57,ZA,1682286331
283,vila franca do campo,37.7167,-25.4333,291.38,95,92,6.8,PT,1682286305
284,butembo,0.15,29.2833,288.0,100,100,0.34,CD,1682286332
285,staryy nadym,65.6118,72.6842,274.28,97,100,7.04,RU,1682286332
286,saint-jovite,46.1186,-74.5966,280.46,97,100,1.69,CA,1682286272
287,longyearbyen,78.2186,15.6401,263.06,85,0,4.63,SJ,1682286334
288,kavaratti,10.5669,72.642,301.55,72,77,4.88,IN,1682286334
289,primo tapia,32.22,-116.9172,296.92,70,36,3.59,MX,1682286335
290,poitiers,46.5833,0.3333,283.38,61,20,4.63,FR,1682286335
291,carora,10.1755,-70.0827,300.89,63,87,1.99,VE,1682286335
292,matara,5.9485,80.5353,298.99,89,100,0.8,LK,1682286336
293,malakal,9.5334,31.6605,302.64,50,61,3.99,SS,1682286336
294,bastrop,32.7562,-91.8724,286.97,61,100,1.34,US,1682286247
295,ambilobe,-13.2,49.05,296.14,96,4,1.26,MG,1682286227
296,arman,59.7,150.1667,274.73,62,72,8.95,RU,1682286337
297,magalia,39.8121,-121.5783,297.27,41,6,3.25,US,1682286338
298,grootfontein,-19.5667,18.1167,295.91,56,98,1.03,NA,1682286338
299,faanui,-16.4833,-151.75,301.1,77,94,5.75,PF,1682286340
300,itarema,-2.9248,-39.9167,298.51,85,99,4.57,BR,1682286340
301,ishim,56.1128,69.4902,280.18,88,88,5.96,RU,1682286340
302,la tiza,7.75,-80.2833,298.16,99,100,3.31,PA,1682286341
303,uray,60.1247,64.7758,273.05,54,18,6.11,RU,1682286341
304,wanning,18.8003,110.3967,298.46,94,37,3.58,CN,1682286342
305,yerofey pavlovich,53.9667,121.9667,269.39,72,79,1.69,RU,1682286342
306,coihaique,-45.5752,-72.0662,287.49,71,75,2.06,CL,1682286342
307,esso,55.9333,158.7,271.47,91,100,2.63,RU,1682286343
308,svetlogorsk,52.6333,29.7333,283.13,68,55,2.83,BY,1682286343
309,kabare,-2.4683,28.8242,289.64,98,82,1.25,CD,1682286344
310,beloha,-25.1667,45.05,293.46,89,100,2.59,MG,1682286344
311,vila do maio,15.1333,-23.2167,295.59,76,5,8.38,CV,1682286345
312,vao,-22.6667,167.4833,298.44,77,52,4.88,NC,1682286345
313,skegness,53.1436,0.3363,282.13,90,100,9.62,GB,1682286345
314,loa janan,-0.583,117.095,296.82,98,95,0.09,ID,1682286346
315,najran,17.4924,44.1277,294.51,55,33,1.67,SA,1682286346
316,hurghada,27.2574,33.8129,298.17,53,0,2.06,EG,1682286347
317,mantua,45.1667,10.7833,291.73,80,100,3.01,IT,1682286347
318,sorland,67.667,12.6934,274.07,59,50,5.93,NO,1682286347
319,mahanoro,-19.9,48.8,296.88,94,24,2.58,MG,1682286348
320,phra phutthabat,14.7253,100.7954,300.17,80,22,2.11,TH,1682286348
321,saint-joseph,-21.3667,55.6167,298.36,77,100,1.48,RE,1682286349
322,pangnirtung,66.1451,-65.7125,274.55,90,99,0.95,CA,1682286349
323,prince rupert,54.3161,-130.3201,281.2,81,100,9.26,CA,1682286350
324,sinjai,-5.1241,120.253,298.51,85,83,1.18,ID,1682286350
325,serebryanyy bor,56.8,124.8,266.03,94,100,1.01,RU,1682286351
326,esenyurt,41.0333,28.6753,284.13,81,0,5.14,TR,1682286351
327,alice springs,-23.7,133.8833,282.9,81,0,2.14,AU,1682286351
328,gotsu,35.0,132.2167,284.17,60,100,5.07,JP,1682286352
329,huilong,31.8111,121.655,285.31,79,100,9.84,CN,1682286352
330,kununurra,-15.7667,128.7333,289.14,88,6,0.0,AU,1682286303
331,nishihara,26.1842,127.7558,294.75,85,40,3.09,JP,1682286353
332,port victoria,0.0939,33.9756,292.78,92,100,6.06,KE,1682286354
333,aksu,41.1231,80.2644,285.31,19,31,2.58,CN,1682286354
334,maloye verevo,59.6136,30.1728,286.02,65,68,3.35,RU,1682286355
335,provideniya,64.3833,-173.3,267.24,58,20,7.15,RU,1682286338
336,gushikawa,26.3544,127.8686,294.72,80,40,3.09,JP,1682286355
337,bulgan,48.8125,103.5347,271.06,82,100,3.47,MN,1682286247
338,lashio,22.9333,97.75,291.73,69,3,0.87,MM,1682286356
339,abnub,27.2696,31.1511,296.27,28,24,2.2,EG,1682286357
340,iqaluit,63.7506,-68.5145,274.0,86,100,4.63,CA,1682286116
341,liverpool,53.4106,-2.9779,282.75,83,0,3.09,GB,1682286132
342,waddan,29.1614,16.139,291.97,62,14,5.24,LY,1682286358
343,geraldton,-28.7667,114.6,293.38,64,95,5.66,AU,1682286260
344,tomatlan,19.9333,-105.25,303.59,37,39,3.88,MX,1682286359
345,lerwick,60.1545,-1.1494,277.15,70,100,14.59,GB,1682286359
346,babati,-4.2167,35.75,290.87,97,100,0.85,TZ,1682286359
347,lengshuijiang,27.6881,111.4294,280.65,93,100,1.51,CN,1682286360
348,george town,5.4112,100.3354,299.11,94,20,2.06,MY,1682286311
349,laguna,38.421,-121.4238,300.53,40,0,4.12,US,1682286361
350,lufilufi,-13.8745,-171.5986,303.03,76,47,3.58,WS,1682286361
351,bang sao thong,13.595,100.8304,305.38,86,20,3.09,TH,1682286361
352,portland,45.5234,-122.6762,286.46,75,100,2.06,US,1682285974
353,aykhal,66.0,111.5,263.34,98,100,0.56,RU,1682286363
354,kishi,9.0833,3.85,296.17,89,100,3.2,NG,1682286363
355,labytnangi,66.6572,66.4183,267.47,77,100,5.96,RU,1682286257
356,kiruna,67.8557,20.2251,263.66,73,1,1.03,SE,1682286364
357,broken hill,-31.95,141.4333,289.14,58,0,3.95,AU,1682286364
358,ballina,-28.8667,153.5667,295.28,63,79,8.18,AU,1682286365
359,san pedro,14.35,121.0167,301.72,77,75,2.06,PH,1682286323
360,moscow,55.7522,37.6156,284.47,49,17,1.54,RU,1682286227
361,north battleford,52.7834,-108.2847,284.2,28,0,6.69,CA,1682286217
362,urucui,-7.2294,-44.5561,300.58,46,16,1.55,BR,1682286276
363,nicoya,10.1483,-85.452,304.91,54,19,3.97,CR,1682286244
364,havelock,34.8791,-76.9013,297.14,48,0,3.09,US,1682286368
365,buritis,-15.6178,-46.4233,297.16,63,83,1.44,BR,1682286368
366,pimentel,-6.8367,-79.9342,303.31,54,20,7.72,PE,1682286368
367,nouakchott,18.0858,-15.9785,296.11,72,0,6.25,MR,1682286369
368,cockburn town,21.4612,-71.1419,298.81,68,0,4.81,TC,1682286369
369,kyzyl-suu,42.3414,78.0056,281.47,40,100,3.12,KG,1682286370
370,high level,58.5169,-117.136,285.21,32,75,3.09,CA,1682286306
371,dire dawa,9.5931,41.8661,294.81,75,81,3.19,ET,1682286371
372,svetlyy,54.675,20.1347,281.18,93,77,3.92,RU,1682286372
373,fuente de oro,3.4594,-73.6128,297.4,90,100,0.35,CO,1682286372
374,stromness,58.965,-3.296,278.13,64,100,13.96,GB,1682286373
375,shakawe,-18.3667,21.85,296.29,49,88,0.55,BW,1682286373
376,codrington,-38.2667,141.9667,285.06,81,0,2.97,AU,1682286373
377,kargasok,59.0556,80.8572,277.04,86,100,4.43,RU,1682286374
378,valparaiso,-33.0393,-71.6273,290.37,77,20,5.14,CL,1682285954
379,takoradi,4.8845,-1.7554,300.6,85,81,3.06,GH,1682286375
380,aleksandrovsk-sakhalinskiy,50.8975,142.1561,273.34,91,100,4.73,RU,1682286376
381,kaka,37.3482,59.6143,293.95,36,63,1.41,TM,1682286377
382,cabo rojo,18.0866,-67.1457,301.62,64,35,1.34,PR,1682286377
383,katobu,-4.9408,122.5276,297.09,95,18,1.23,ID,1682286378
384,olinda,-8.0089,-34.8553,300.0,78,40,2.06,BR,1682286378
385,newport,51.5877,-2.9984,281.78,81,37,3.63,GB,1682286090
386,cherskiy,68.75,161.3,273.22,68,100,1.98,RU,1682286362
387,matagami,49.7502,-77.6328,280.21,81,100,2.06,CA,1682286380
388,tilichiki,60.4667,166.1,272.6,98,100,9.24,RU,1682286380
389,delijan,33.9905,50.6838,291.86,35,52,2.12,IR,1682286381
390,constitucion,-35.3333,-72.4167,286.74,82,9,4.0,CL,1682286382
391,santa marta,11.2408,-74.199,303.18,66,40,4.12,CO,1682286382
392,takhtamygda,54.1,123.5667,270.42,60,1,0.87,RU,1682286383
393,port shepstone,-30.7414,30.455,292.18,75,18,3.11,ZA,1682286383
394,sobolevo,54.4299,31.8996,283.78,67,84,2.28,RU,1682286384
395,jacareacanga,-6.2222,-57.7528,296.53,94,99,1.14,BR,1682286384
396,zbiroh,49.8602,13.7726,284.0,100,97,1.21,CZ,1682286385
397,rundu,-17.9333,19.7667,298.27,43,100,2.74,NA,1682286385
398,kaeo,-35.1,173.7833,290.55,91,52,5.09,NZ,1682286385
399,bonavista,48.6499,-53.1147,273.96,97,100,8.77,CA,1682286386
400,kingsport,36.5484,-82.5618,289.08,43,40,5.14,US,1682286387
401,ahipara,-35.1667,173.1667,289.84,74,97,8.93,NZ,1682286387
402,faya,18.3851,42.4509,289.21,57,32,1.46,SA,1682286323
403,zholymbet,51.7433,71.7122,279.73,87,17,6.15,KZ,1682286388
404,telimele,10.9167,-13.3333,297.29,62,15,1.61,GN,1682286389
405,luxor,25.6989,32.6421,303.18,20,77,6.69,EG,1682286389
406,agirish,61.9247,63.0231,266.75,91,7,3.94,RU,1682286390
407,thayetmyo,19.3167,95.1833,301.08,63,15,2.11,MM,1682286390
408,banda aceh,5.5577,95.3222,300.45,77,84,0.45,ID,1682286391
409,gimbi,9.1667,35.8333,289.27,76,100,1.84,ET,1682286391
410,bereda,43.2686,-7.5406,286.56,100,98,1.5,ES,1682286391
411,sukumo,32.9333,132.7333,287.5,64,98,0.39,JP,1682286392
412,apollonia,36.9716,24.7231,288.44,65,14,0.39,GR,1682286392
413,griffith,41.5284,-87.4237,278.88,63,100,4.12,US,1682286340
414,guliston,40.4897,68.7842,291.52,32,65,1.74,UZ,1682286393
415,burnie,-41.0667,145.9167,285.34,98,34,1.91,AU,1682286393
416,port macquarie,-31.4333,152.9167,289.76,80,82,4.89,AU,1682286394
417,waipawa,-41.4122,175.5153,282.38,70,100,8.96,NZ,1682286294
418,bambanglipuro,-7.95,110.2833,297.94,90,94,1.38,ID,1682286395
419,puerto rondon,6.2805,-71.1,302.75,61,96,1.79,CO,1682286395
420,aktash,50.3,87.7333,265.55,74,100,2.06,RU,1682286395
421,maksatikha,57.797,35.8825,284.65,63,98,2.45,RU,1682286396
422,lorengau,-2.0226,147.2712,300.42,81,100,1.29,PG,1682286396
423,evensk,61.95,159.2333,272.61,86,92,16.02,RU,1682286397
424,norman wells,65.282,-126.8329,262.17,67,100,6.69,CA,1682286275
425,vila velha,-20.3297,-40.2925,296.12,88,75,1.03,BR,1682286349
426,sawtell,-30.3833,153.1,291.59,88,75,5.66,AU,1682286398
427,lieksa,63.3167,30.0167,274.06,99,100,3.13,FI,1682286398
428,broome,42.2506,-75.833,282.03,88,100,5.66,US,1682286399
429,santarem,-2.4431,-54.7083,297.22,100,20,1.03,BR,1682286399
430,alugan,12.2188,125.4808,299.48,84,85,2.27,PH,1682286399
431,tiznit,29.5833,-9.5,293.0,61,33,0.16,MA,1682286400
432,bandrele,-12.9067,45.1914,299.01,89,94,1.54,YT,1682286400
433,nosy varika,-20.5833,48.5333,296.95,92,21,2.4,MG,1682286400
434,artesia,33.8658,-118.0831,302.52,67,0,5.14,US,1682286401
435,hobyo,5.3505,48.5268,301.86,76,100,5.78,SO,1682286402
436,labuhan,-6.8844,112.2051,298.59,88,95,3.15,ID,1682286402
437,harrison,30.4091,-89.0436,297.19,39,0,3.6,US,1682286339
438,dongkan,33.9997,119.8308,283.14,75,100,8.71,CN,1682286403
439,ginir,7.1333,40.7,288.82,79,99,2.66,ET,1682286404
440,port hardy,50.6996,-127.4199,282.25,87,100,3.6,CA,1682286168
441,natalinsk,56.4739,57.8698,279.53,86,62,1.5,RU,1682286404
442,san quintin,30.4833,-115.95,290.25,67,5,4.46,MX,1682286405
443,teguldet,57.3064,88.1667,273.64,91,100,2.03,RU,1682286405
444,north bend,43.4065,-124.2243,286.99,68,100,5.66,US,1682286235
445,ayia galini,35.1,24.6833,287.45,78,3,1.79,GR,1682286406
446,soyo,-6.1349,12.3689,299.4,89,100,0.98,AO,1682286406
447,batouri,4.4333,14.3667,296.06,74,93,0.68,CM,1682286407
448,villamontes,-21.25,-63.5,296.21,65,100,1.54,BO,1682286407
449,asau,46.4333,26.4,280.66,83,86,1.35,RO,1682286298
450,mehamn,71.0357,27.8492,272.1,93,40,3.09,NO,1682286408
451,misratah,32.3754,15.0925,290.19,74,83,2.91,LY,1682286409
452,tessalit,20.1986,1.0114,301.78,13,3,2.82,ML,1682286409
453,omsukchan,62.5333,155.8,268.55,89,95,4.56,RU,1682286409
454,tortoli,39.9256,9.6572,290.05,82,0,5.66,IT,1682286410
455,clinton,42.587,-82.9199,283.65,54,75,5.14,US,1682286279
456,aras,42.5617,-2.356,284.39,94,100,1.03,ES,1682286411
457,douglas,41.3,-96.167,286.21,34,100,3.09,US,1682286222
458,sorong,-0.8833,131.25,299.34,84,66,1.83,ID,1682286412
459,riverton,40.5219,-111.9391,289.55,35,75,2.68,US,1682286261
460,kismayo,-0.3582,42.5454,301.21,76,100,2.44,SO,1682286412
461,adre,13.4667,22.2,302.61,23,99,2.22,TD,1682286413
462,ulundi,-28.3352,31.4162,288.13,84,39,1.08,ZA,1682286413
463,rongcheng,30.634,117.8517,284.43,96,100,2.98,CN,1682286414
464,manggar,-2.8833,108.2667,300.33,83,90,2.05,ID,1682286414
465,ferme-neuve,46.7001,-75.4493,282.04,89,100,2.17,CA,1682286414
466,oyama,36.3,139.8,286.81,33,71,1.77,JP,1682286415
467,sungaipenuh,-2.0833,101.3833,291.55,97,99,1.31,ID,1682286415
468,batemans bay,-35.7167,150.1833,287.09,82,74,1.35,AU,1682286416
469,praia da vitoria,38.7333,-27.0667,292.29,88,75,7.25,PT,1682286416
470,saldanha,-33.0117,17.9442,289.18,97,100,4.5,ZA,1682286416
471,general pico,-35.6566,-63.7568,291.73,42,94,2.59,AR,1682286417
472,port-cartier,50.0334,-66.8654,278.97,89,100,5.1,CA,1682286417
473,mana,5.6592,-53.7767,296.24,95,100,0.31,GF,1682286418
474,conde,-7.2597,-34.9075,299.85,78,20,3.09,BR,1682286326
475,anshun,26.25,105.9333,283.81,85,100,4.14,CN,1682286418
476,kargil,34.5667,76.1,269.16,47,0,1.43,IN,1682286419
477,naze,28.3667,129.4833,292.66,80,38,6.08,JP,1682286419
478,hambantota,6.1241,81.1185,298.34,100,20,1.03,LK,1682286418
479,margate,51.3813,1.3862,281.98,88,99,2.68,GB,1682286420
480,zhangjiakou,40.81,114.8794,278.65,65,68,1.82,CN,1682286420
481,lebyazhye,55.2689,66.4947,278.87,89,32,4.23,RU,1682286421
482,brae,60.3964,-1.353,277.62,66,100,13.59,GB,1682286421
483,angoche,-16.2325,39.9086,297.44,78,4,2.96,MZ,1682286422
484,navrongo,10.8956,-1.0921,307.33,31,73,0.53,GH,1682286423
485,vengerovo,55.6848,76.7471,282.54,57,100,5.76,RU,1682286423
486,olafsvik,64.8945,-23.7142,276.13,53,97,3.28,IS,1682286424
487,kangaatsiaq,68.3065,-53.4641,273.2,98,100,5.6,GL,1682286425
488,scottsbluff,41.8666,-103.6672,288.87,28,40,3.09,US,1682286243
489,ridgecrest,35.6225,-117.6709,302.85,17,0,1.54,US,1682286187
490,baran,25.1,76.5167,296.97,37,0,2.53,IN,1682286426
491,ciudad bolivar,8.1222,-63.5497,301.58,67,99,1.03,VE,1682286426
492,madhogarh,26.276,79.1869,297.12,29,0,2.54,IN,1682286426
493,archidona,37.0965,-4.3887,289.49,33,0,1.9,ES,1682286427
494,tahta,26.7693,31.5021,298.01,28,28,2.14,EG,1682286427
495,shasta lake,40.6804,-122.3708,299.68,31,6,0.45,US,1682286428
496,walla walla,46.0646,-118.343,288.97,82,100,4.92,US,1682286148
497,mbaiki,3.8678,17.9892,295.65,82,68,1.1,CF,1682286428
498,manati,18.4275,-66.4921,301.24,82,52,2.54,PR,1682286429
499,roald,62.5833,6.1333,277.54,87,75,10.29,NO,1682286429
500,castle bruce,15.4333,-61.2667,300.12,74,28,1.43,DM,1682286430
501,hofn,64.2539,-15.2082,274.06,56,16,0.55,IS,1682286430
502,shelburne,44.0787,-80.2041,279.13,73,97,4.05,CA,1682286276
503,kwinana,-32.25,115.7667,289.36,88,83,1.79,AU,1682286431
504,inhambane,-23.865,35.3833,295.74,90,5,2.97,MZ,1682286431
505,biankouma,7.7391,-7.6138,294.51,97,98,1.79,CI,1682286432
506,santa isabel,-23.3156,-46.2214,294.76,94,13,1.46,BR,1682286432
507,okhotsk,59.3833,143.3,273.3,68,100,6.79,RU,1682286433
508,orbetello,42.4408,11.2196,288.16,85,100,8.29,IT,1682286433
509,wageningen,51.9667,5.6667,283.74,90,75,4.63,NL,1682286434
510,nikel,69.4128,30.222,270.25,87,72,3.97,RU,1682286434
511,sitangkai,4.6628,119.3928,301.87,74,46,3.34,PH,1682286435
512,langres,47.8333,5.3333,282.15,94,83,6.21,FR,1682286436
513,orange cove,36.6244,-119.3137,301.26,38,0,1.54,US,1682286436
514,vestmannaeyjar,63.4427,-20.2734,276.65,94,96,9.68,IS,1682286436
515,nagorsk,59.3172,50.8078,277.29,74,98,0.99,RU,1682286437
516,ola,59.5833,151.2833,274.65,68,90,8.85,RU,1682286437
517,lincoln,40.8,-96.667,288.71,36,100,2.06,US,1682285737
518,sangre grande,10.5835,-61.1177,300.47,98,98,3.31,TT,1682286438
519,tweed,44.4751,-77.3162,284.74,57,63,3.84,CA,1682286296
520,yantzaza,-3.8278,-78.7594,297.53,93,98,0.84,EC,1682286439
521,labuan,5.2767,115.2417,301.35,74,20,1.54,MY,1682286440
522,acari,-15.4311,-74.6158,299.08,61,2,3.27,PE,1682286440
523,tagusao,9.1924,117.8141,299.76,83,42,2.0,PH,1682286440
524,hovd,48.0056,91.6419,273.19,48,0,0.92,MN,1682286441
525,strezhevoy,60.7333,77.5889,276.39,97,100,4.88,RU,1682286441
526,pedernales,18.0384,-71.744,299.53,72,16,1.33,DO,1682286442
527,moerai,-22.4333,-151.3333,296.95,62,5,6.53,PF,1682286442
528,beringovskiy,63.05,179.3167,269.66,88,100,6.32,RU,1682286442
529,hendaye,43.3717,-1.7738,288.12,84,40,3.6,FR,1682286443
530,marquette,46.5333,-87.6335,274.96,68,100,3.13,US,1682286240
531,sinnamary,5.3833,-52.95,297.15,91,100,1.06,GF,1682286444
532,krasnaya gora,52.9995,31.6023,284.47,62,62,1.64,RU,1682286444
533,piopio,-38.4667,175.0167,289.31,66,51,4.45,NZ,1682286444
534,mersing,2.4312,103.8405,298.1,94,20,1.54,MY,1682286445
535,the valley,18.217,-63.0578,302.09,74,40,3.6,AI,1682286445
536,key west,24.5557,-81.7826,302.15,67,40,4.63,US,1682285718
537,kasongo,-4.45,26.6667,292.66,98,100,1.33,CD,1682286446
538,fuerte olimpo,-21.0415,-57.8738,296.24,52,6,1.53,PY,1682286446
539,poum,-20.2333,164.0167,299.34,77,64,7.44,NC,1682286447
540,zhuji,29.7188,120.2423,285.54,97,100,2.43,CN,1682286447
541,fort nelson,58.8053,-122.7002,283.12,43,75,6.69,CA,1682286448
542,maragogi,-9.0122,-35.2225,298.59,82,76,3.64,BR,1682286246
543,sao paulo de olivenca,-3.3783,-68.8725,297.81,95,100,0.31,BR,1682286448
544,kuytun,54.3419,101.5036,271.02,61,7,2.13,RU,1682286449
545,komsomolskiy,40.4272,71.7189,288.55,41,71,4.12,UZ,1682286449
546,gornyak,50.9942,81.4661,280.69,42,72,9.32,RU,1682286450
547,santo tomas,14.1079,121.1414,301.29,92,64,2.1,PH,1682286450
548,nerchinskiy zavod,51.3088,119.61,270.42,51,84,2.02,RU,1682286450
549,kastamonu,41.5,33.6667,279.83,93,100,0.63,TR,1682286451
550,namibe,-15.1961,12.1522,297.31,67,82,4.47,AO,1682286451
551,ambon,-3.6954,128.1814,298.23,94,20,2.06,ID,1682286256
552,izberbash,42.5696,47.8645,286.18,74,99,2.94,RU,1682286452
553,shimoda,34.6667,138.95,284.32,63,81,8.13,JP,1682286452
554,mapastepec,15.4333,-92.9,305.48,50,28,4.04,MX,1682286453
555,otane,-39.8833,176.6333,284.27,90,94,5.83,NZ,1682286453
556,bima,-8.4667,118.7167,296.31,94,10,1.5,ID,1682286454
557,saint-louis,16.3333,-15.0,304.95,26,2,6.68,SN,1682286454
558,tiszasuly,47.3833,20.4,284.81,71,20,3.38,HU,1682286455
559,florence,43.7667,11.25,289.11,69,0,2.06,IT,1682286455
560,coahuayana,18.7333,-103.6833,303.88,54,24,3.59,MX,1682286455
561,sao miguel,-5.4667,-35.3667,300.58,80,97,5.23,BR,1682286456
562,coquimbo,-29.9533,-71.3436,291.0,67,0,4.63,CL,1682286236
563,roura,4.7263,-52.3274,298.1,94,0,1.54,GF,1682286457
564,aguimes,27.9054,-15.4461,291.29,68,20,9.26,ES,1682286457
565,mandalgovi,45.7625,106.2708,278.79,20,100,6.51,MN,1682286295
